Date,Open,Low,Close,Adj Close,Volume,High,,,,,,,,,,,,,,,,,
42905,143.660004,143.660004,146.339996,145.245438,32541400,146.740005,,,,1086,141.2367975,-0.016796522,,,,,,,,,,,
42906,146.869995,144.940002,145.009995,143.925369,24900100,146.869995,,,,1087,143.626604,0.413388996,,,,,,,,,,,
42907,145.520004,144.610001,145.869995,144.778946,21265800,146.070007,,,,1088,144.7306878,-0.240682815,,,,,,,,,,,
42908,145.770004,145.119995,145.630005,144.540756,19106300,146.699997,,,,1089,144.774726,-0.274725975,,,,,,,,,,,
42909,145.130005,145.110001,146.279999,145.185883,35439400,147.160004,,,,1090,144.4431108,-0.173106836,,,,,,,,,,,
42912,147.169998,145.380005,145.820007,144.72934,25692400,148.279999,,,,1091,144.4551674,-0.335172384,,,,,,,,,,,
42913,145.009995,143.619995,143.729996,142.654953,24761900,146.160004,,,,1092,144.862518,0.027481012,,,,,,,,,,,
42914,144.490005,143.160004,145.830002,144.739243,22082400,146.110001,,,,1093,144.7931643,0.666842728,,,,,,,,,,,
42915,144.710007,142.279999,143.679993,142.605316,31499400,145.130005,,,,1094,144.6741397,-0.154135742,,,,,,,,,,,
42916,144.449997,143.779999,144.020004,142.942795,23024100,144.960007,,,,1095,144.124045,0.05594801,,,,,,,,,,,
42919,144.880005,143.100006,143.5,142.426682,14258300,145.300003,,,,1096,144.06556,-0.185555005,,,,,,,,,,,
42921,143.690002,142.720001,144.089996,143.012253,21569600,144.789993,,,,1097,143.6174791,-0.267473139,,,,,,,,,,,
42922,143.020004,142.410004,142.729996,141.66243,24128800,143.5,,,,1098,142.4777144,-0.327720397,,,,,,,,,,,
42923,142.899994,142.899994,144.179993,143.101578,19201700,144.75,,,,1099,142.1270612,0.252943771,,,,,,,,,,,
42926,144.110001,143.369995,145.059998,143.975006,21090600,145.949997,,,,1100,142.4513841,-0.571379142,,,,,,,,,,,
42927,144.729996,144.380005,145.529999,144.441483,19781800,145.850006,,,,1101,141.8722306,0.16776235,,,,,,,,,,,
42928,145.869995,144.820007,145.740005,144.649918,24884500,146.179993,,,,1102,142.0599432,-0.059943211,,,,,,,,,,,
42929,145.5,145.440002,147.770004,146.664749,25199400,148.490005,,,,1103,142.6504792,0.269518834,,,,,,,,,,,
42930,147.970001,147.330002,149.039993,147.925232,20132100,149.330002,,,,1104,143.0489898,-0.368996804,,,,,,,,,,,
42933,148.820007,148.570007,149.559998,148.441345,23793500,150.899994,,,,1105,144.2330162,-0.283019239,,,,,,,,,,,
42934,149.199997,148.669998,150.080002,148.957474,17868800,150.130005,,,,1106,144.892069,0.007924954,,,,,,,,,,,
42935,150.479996,149.949997,151.020004,149.890442,20923000,151.419998,,,,1107,144.8399582,-0.239952165,,,,,,,,,,,
42936,151.5,150.190002,150.339996,149.215515,17243700,151.740005,,,,1108,144.5506151,-0.390611096,,,,,,,,,,,
42937,149.990005,148.880005,150.270004,149.146042,26252600,150.440002,,,,1109,144.6172041,-0.317201133,,,,,,,,,,,
42940,150.580002,149.899994,152.089996,150.952423,21493200,152.440002,,,,1110,146.8099424,0.390054626,,,,,,,,,,,
42941,151.800003,151.800003,152.740005,151.59758,18853900,153.839996,,,,1111,148.4602794,-0.370283432,,,,,,,,,,,
42942,153.350006,153.059998,153.460007,152.31218,15781000,153.929993,,,,1112,147.7765014,-0.286496366,,,,,,,,,,,
42943,153.75,147.300003,150.559998,149.433868,32476300,153.990005,,,,1113,147.343059,-0.203059997,,,,,,,,,,,
42944,149.889999,149.190002,149.5,148.38179,17213700,150.229996,,,,1114,148.8901298,0.089866243,,,,,,,,,,,
42947,149.899994,148.130005,148.729996,147.617554,19845900,150.330002,,,,1115,152.5327849,1.16721208,,,,,,,,,,,
42948,149.100006,148.410004,150.050003,148.927689,35368600,150.220001,,,,1116,154.7660628,0.113942195,,,,,,,,,,,
42949,159.279999,156.160004,157.139999,155.964661,69936800,159.75,,,,1117,154.4879107,-0.547908746,,,,,,,,,,,
42950,157.050003,155.020004,155.570007,154.406403,27097300,157.210007,,,,1118,154.0643726,0.005634444,,,,,,,,,,,
42951,156.070007,155.690002,156.389999,155.220261,20559900,157.399994,,,,1119,156.2370834,0.182914619,,,,,,,,,,,
42954,157.059998,156.669998,158.809998,157.622162,21870300,158.919998,,,,1120,156.6399557,0.01003828,,,,,,,,,,,
42955,158.600006,158.270004,160.080002,158.88266,36205900,161.830002,,,,1121,156.5141766,-0.454178593,,,,,,,,,,,
42956,159.259995,159.110001,161.059998,159.855331,26131500,161.270004,,,,1122,153.2769149,1.293092134,,,,,,,,,,,
42957,159.899994,154.630005,155.320007,154.763657,40804300,160,,,,1123,152.7681476,0.571848393,,,,,,,,,,,
42958,156.600006,156.070007,157.479996,156.915909,26257100,158.570007,,,,1124,153.9407907,0.039205253,,,,,,,,,,,
42961,159.320007,158.75,159.850006,159.27742,22122700,160.210007,,,,1125,154.8737782,-0.293776185,,,,,,,,,,,
42962,160.660004,160.139999,161.600006,161.021149,29465500,162.199997,,,,1126,155.1690385,-0.269044481,,,,,,,,,,,
42963,161.940002,160.149994,160.949997,160.373474,27671600,162.509995,,,,1127,154.3789494,-0.208951405,,,,,,,,,,,
42964,160.520004,157.839996,157.860001,157.29454,27940600,160.710007,,,,1128,154.5535327,-0.203526746,,,,,,,,,,,
42965,157.860001,156.720001,157.5,156.935837,27428100,159.5,,,,1129,154.4655141,-0.225509123,,,,,,,,,,,
42968,157.5,155.110001,157.210007,156.646881,26368500,157.889999,,,,1130,154.1181219,0.311871109,,,,,,,,,,,
42969,158.229996,158.020004,159.779999,159.207672,21604600,160,,,,1131,154.1966856,-0.026687553,,,,,,,,,,,
42970,159.070007,158.880005,159.979996,159.406952,19399100,160.470001,,,,1132,153.9792854,-0.649283352,,,,,,,,,,,
42971,160.429993,158.550003,159.270004,158.699493,19818900,160.740005,,,,1133,155.6650823,-0.215085331,,,,,,,,,,,
42972,159.649994,159.270004,159.860001,159.287384,25480100,160.559998,,,,1134,154.8875543,-0.437557317,,,,,,,,,,,
42975,160.139999,159.929993,161.470001,160.891617,25966000,162,,,,1135,154.8622278,0.947770203,,,,,,,,,,,
42976,160.100006,160,162.910004,162.326462,29516900,163.119995,,,,1136,155.9557832,0.024212798,,,,,,,,,,,
42977,163.800003,162.610001,163.350006,162.764893,27269600,163.889999,,,,1137,155.8696079,-0.32961494,,,,,,,,,,,
42978,163.639999,163.479996,164,163.412552,26785100,164.520004,,,,1138,154.808566,0.381435971,,,,,,,,,,,
42979,164.800003,163.630005,164.050003,163.462372,16591100,164.940002,,,,1139,147.4575251,-1.367529103,,,,,,,,,,,
42983,163.75,160.559998,162.080002,161.499435,29468500,164.25,,,,1140,148.0525736,-0.602576588,,,,,,,,,,,
42984,162.710007,160.520004,161.910004,161.330048,21651700,162.990005,,,,1141,147.7157498,-0.215749849,,,,,,,,,,,
42985,162.089996,160.360001,161.259995,160.682358,21928500,162.240005,,,,1142,144.9668519,-0.486855893,,,,,,,,,,,
42986,160.860001,158.529999,158.630005,158.061798,28611500,161.149994,,,,1143,143.9680406,0.531959446,,,,,,,,,,,
42989,160.5,159.889999,161.5,160.921509,31085900,162.050003,,,,1144,146.1199471,0.620057894,,,,,,,,,,,
42990,162.610001,158.770004,160.860001,160.283798,71714000,163.960007,,,,1145,146.785721,0.084273997,,,,,,,,,,,
42991,159.869995,157.910004,159.649994,159.078125,44907400,159.960007,,,,1146,146.6037229,-0.533715918,,,,,,,,,,,
42992,158.990005,158.089996,158.279999,157.713043,23760700,159.399994,,,,1147,146.4092944,0.290702646,,,,,,,,,,,
42993,158.470001,158,159.880005,159.307312,49114600,160.970001,,,,1148,146.5488605,0.611143541,,,,,,,,,,,
42996,160.110001,158,158.669998,158.101639,28269400,160.5,,,,1149,147.4026912,0.877307754,,,,,,,,,,,
42997,159.509995,158.440002,158.729996,158.161423,20810600,159.770004,,,,1150,145.1492518,1.010752183,,,,,,,,,,,
42998,157.899994,153.830002,156.070007,155.510971,52951400,158.259995,,,,1151,146.4221524,-0.312151382,,,,,,,,,,,
42999,155.800003,152.75,153.389999,152.840561,37511700,155.800003,,,,1152,145.4270778,-0.297072751,,,,,,,,,,,
43000,151.539993,150.559998,151.889999,151.345932,46645400,152.270004,,,,1153,144.9248722,0.035134826,,,,,,,,,,,
43003,149.990005,149.160004,150.550003,150.010727,44387300,151.830002,,,,1154,145.0279127,0.272090252,,,,,,,,,,,
43004,151.779999,151.690002,153.139999,152.591446,36660000,153.919998,,,,1155,144.8445447,-0.054551682,,,,,,,,,,,
43005,153.800003,153.539993,154.229996,153.677551,25504200,154.720001,,,,1156,143.5843827,-0.084382726,,,,,,,,,,,
43006,153.889999,152.699997,153.279999,152.730957,22005500,154.279999,,,,1157,144.319752,0.43024803,,,,,,,,,,,
43007,153.210007,152,154.119995,153.567932,26299800,154.130005,29-Sep-17,,,1158,145.5696589,0.380338051,,,,,,,,,,,
,,,,,,,,,,1159,145.9421321,-0.092126091,,,,,,,,,,,
,,,,,,actual high,regress,nrXL pred,,1160,146.7068007,-0.526807679,,,for sumproduct,,,,,,,,
43010,154.259995,152.720001,153.809998,153.259048,18698800,154.449997,154.99,155.029,2-Oct-17,1161,147.6706415,0.819363471,,,intcpt,dtnum,open,low,close,Adj Close,vol,,
43011,154.009995,153.910004,154.479996,153.926651,16230300,155.089996,154.86,155.391,,1162,149.4739373,-0.143935326,,coeff,-36.589,0.000864,0.649,-0.3475,0.8236,-0.1267,5.94E-09,,
43012,153.630005,152.460007,153.479996,152.930237,20163800,153.860001,154.45,154.609,,1163,149.9818913,0.918102704,,val,,,,,,,,,
43013,154.179993,154.050003,155.389999,154.833389,21283800,155.440002,155.59,156.034,,1164,150.5223459,-0.392340891,,high ->,0,,,,,,,,
43014,154.970001,154.559998,155.300003,154.743713,17407600,155.490005,155.84,156.284,,1165,151.5832433,-0.163245263,,,,,,,,,,,
43017,155.809998,155.490005,155.839996,155.281784,16262900,156.729996,156.44,156.968,,1166,151.6662753,0.073729687,,,,,,,,,,,
43018,156.059998,155.100006,155.899994,155.341553,15617000,158,156.77,157.032,,1167,151.1470482,-0.707046199,,,,,,,,,,,
43019,155.970001,155.75,156.550003,155.989243,16905600,156.979996,156.95,157.423,,1168,152.4199615,0.020040463,,,,,,,,,,,
43020,156.350006,155.729996,156,155.441208,16125100,157.369995,156.82,157.277,,1169,152.9902643,0.849731661,,,,,,,,,,,
43021,156.729996,156.410004,156.990005,156.427673,16394200,157.279999,157.52,157.982,,1170,154.0434379,-0.11344494,,,,,,,,,,,
43024,157.899994,157.649994,159.880005,159.307312,24121500,160,159.91,159.962,,1171,154.3809075,-0.390902544,,,,,,,,,,,
43025,159.779999,159.229996,160.470001,159.895203,18997300,160.869995,160.97,160.881,,1172,150.3894249,-0.159428943,,,,,,,,,,,
43026,160.419998,159.600006,159.759995,159.187729,16374200,160.710007,160.74,160.786,,1173,150.2451357,0.08486626,,,,,,,,,,,
43027,156.75,155.020004,155.979996,155.42128,42584200,157.080002,157.47,157.785,,1174,150.6428666,-0.422865646,,,,,,,,,,,
43028,156.610001,155.960007,156.25,155.690308,23974100,157.75,157.13,157.67,,1175,159.7104588,0.039541177,,,,,,,,,,,
43031,156.889999,155.5,156.169998,155.610596,21984300,157.690002,157.41,157.648,,1176,157.3102225,-0.100215494,,,,,,,,,,,
43032,156.289993,156.199997,157.100006,156.537277,17757200,157.419998,157.4,157.9,,1177,156.9756698,0.424324162,,,,,,,,,,,
43033,156.910004,155.270004,156.410004,155.849747,21207100,157.550003,157.67,157.735,,1178,158.9768502,-0.056852242,,,,,,,,,,,
43034,157.229996,156.779999,157.410004,156.846161,17000500,157.830002,158.03,158.436,,1179,160.3925639,1.437438093,,,,,,,,,,,
43035,159.289993,158.699997,163.050003,162.465958,44454200,163.600006,162.79,162.047,,1180,161.1539514,0.116052556,,,,,,,,,,,
43038,163.889999,163.720001,166.720001,166.122803,44700800,168.070007,166.6,164.663,,1181,159.1316747,0.868325255,,,,,,,,,,,
43039,167.899994,166.940002,169.039993,168.434494,36046800,169.649994,169.65,166.004,,1182,157.9103833,0.659623662,,,,,,,,,,,
43040,169.869995,165.610001,166.889999,166.292206,33637800,169.940002,169.87,165.78,,1183,160.3751689,-0.165161902,,,,,,,,,,,
43041,166.600006,165.279999,168.110001,167.507828,41393400,168.5,168.77,165.556,,1184,162.0266584,0.173338632,,,,,,,,,,,
43042,174,171.119995,172.5,171.882111,59398600,174.259995,174.71,167.594,,1185,162.3908111,0.119183902,,,,,,,,,,,
43045,172.369995,171.720001,174.25,173.625839,35026300,174.990005,174.52,167.576,,1186,160.1195472,0.590459753,,,,,,,,,,,
43046,173.910004,173.600006,174.809998,174.183823,24361500,175.25,175.19,167.798,,1187,158.5291857,0.970814261,,,,,,,,,,,
43047,174.660004,174.330002,176.240005,175.608719,24409500,176.240005,176.42,168.042,,1188,158.6491271,-0.759128144,,,,,,,,,,,
43048,175.110001,173.139999,175.880005,175.25,29482600,176.100006,176.91,168.032,,1189,159.8764564,0.123543585,,,,,,,,,,,
43049,175.110001,174.270004,174.669998,174.669998,25145500,175.380005,175.57,167.939,,1190,160.2499981,0.22000286,,,,,,,,,,,
43052,173.5,173.399994,173.970001,173.970001,16982100,174.5,174.29,167.659,,1191,160.7555348,-0.015529848,,,,,,,,,,,
43053,173.039993,171.179993,171.339996,171.339996,24782500,173.479996,172.98,167.226,,1192,160.4450244,0.114973609,,,,,,,,,,,
43054,169.970001,168.380005,169.080002,169.080002,29158100,170.320007,170.41,166.395,,1193,161.6619492,0.338050821,,,,,,,,,,,
43055,171.179993,170.300003,171.100006,171.100006,23637500,171.869995,171.91,166.942,,1194,162.637853,0.48214199,,,,,,,,,,,
43056,171.039993,169.639999,170.149994,170.149994,21899500,171.389999,171.37,166.735,,1195,164.4264893,-0.536490312,,,,,,,,,,,
43059,170.289993,169.559998,169.979996,169.979996,16262400,170.559998,170.77,166.575,,1196,164.4715866,0.048417435,,,,,,,,,,,
43060,170.779999,170.779999,173.139999,173.139999,25131300,173.699997,172.92,167.233,,1197,165.147515,-0.207513014,,,,,,,,,,,
43061,173.360001,173.050003,174.960007,174.960007,25588900,175,175.07,167.796,,1198,164.2390225,0.010977455,,,,,,,,,,,
43063,175.100006,174.649994,174.970001,174.970001,14026700,175.5,175.59,167.946,,1199,163.4138638,-0.423858765,,,,,,,,,,,
43066,175.050003,173.339996,174.089996,174.089996,20716800,175.080002,175.44,167.836,,1200,162.6162795,-0.376274457,,,,,,,,,,,
43067,174.300003,171.860001,173.070007,173.070007,26428800,174.869995,174.79,167.626,,1201,160.6603975,0.489596479,,,,,,,,,,,
43068,172.630005,167.160004,169.479996,169.479996,41666400,172.919998,172.93,166.845,,1202,161.9729062,0.077096832,,,,,,,,,,,
43069,170.429993,168.440002,171.850006,171.850006,41527200,172.139999,172.71,167.007,,1203,163.5272771,0.432729872,,,,,,,,,,,
43070,169.949997,168.5,171.050003,171.050003,39726100,171.669998,171.81,166.814,1-Dec-17,1204,161.0457461,-1.085739072,,,,,,,,,,,
,,,,,,,,.,,1205,159.3319733,0.068020682,,,,,,,,,,,
,,,,,,,,,,1206,160.2929833,0.677017671,,,,,,,,,,,
,,,,,,,,,,1207,160.392337,0.107662987,,,,,,,,,,,
,,,,,,,,,,1208,159.8484417,-0.078437703,,,,,,,,,,,
,,,,,,,,,,1209,158.7422823,-0.482287273,,,,,,,,,,,
,,,,,,,,,,1210,155.7949018,0.005101216,,,,,,,,,,,
,,,,,,,,,,1211,152.8002351,-0.530231124,,,,,,,,,,,
,,,,,,,,,,1212,151.3355128,0.494489161,,,,,,,,,,,
,,,,,,,,,,1213,153.3792037,0.540794303,,,,,,,,,,,
,,,,,,,,,,1214,154.7420529,-0.022051875,,,,,,,,,,,
,,,,,,,,,,1215,154.4099568,-0.129957779,,,,,,,,,,,
,,,,,,,,,,1216,154.8240734,-0.694068417,,,,,,,,,,,
